Date,High,Low,Open,Close,Volume
2010-08-31,-1.5729971464517103,-1.56038506169762,-1.5794946450268252,-1.555280242282948,0.5580493314280633
2010-09-01,-1.5510778561777414,-1.539638209010341,-1.5361031147999729,-1.5457181095011194,0.9262209206925298
2010-09-02,-1.5328117344962844,-1.5263008658100423,-1.5478702951724221,-1.5258584247637428,0.16026983560116986
2010-09-03,-1.5181987814073392,-1.5174091152400637,-1.5096271693757444,-1.5096763970694553,-0.059350563479690574
2010-09-07,-1.521851949999851,-1.5107407262945831,-1.5280134062421784,-1.520709648785969,-0.32362159584421124
2010-09-08,-1.5181987814073392,-1.4936983456961255,-1.517716877933539,-1.5037922019179624,-0.2726434664000323
2010-09-09,-1.504316629268235,-1.4892527530658048,-1.4794737521368613,-1.5096763970694553,-0.2354630307398416
2010-09-10,-1.5087003200916902,-1.4840660398939853,-1.4912409325093106,-1.5015853832223116,-0.33069952281622
2010-09-13,-1.5006631819568255,-1.4885116325243057,-1.4809444042006712,-1.4957011880708186,0.08357239561773976
2010-09-14,-1.486050507586778,-1.4811021230373258,-1.50006624765072,-1.483932517180586,0.2887811120688474
2010-09-15,-1.4517101096355918,-1.4655419835218666,-1.4875634606946557,-1.4493619236836068,-0.021897243888048923
2010-09-16,-1.4736293999095604,-1.4559093950650577,-1.464764706533372,-1.4493619236836068,-0.2848550223324619
2010-09-17,-1.447326140093239,-1.4447948481799189,-1.432404750095354,-1.4596594756391545,1.4462694730551606
2010-09-20,-1.438558479727431,-1.437385338692939,-1.4544684587764427,-1.4258245819031414,-0.04510943330709459
2010-09-21,-1.4188310348651896,-1.4136745691490007,-1.4221085023384246,-1.4192046869906825,0.3386335952957912
2010-09-22,-1.4086020513185973,-1.3995963880618711,-1.4162250524280549,-1.399345002253306,0.055977008049763355
2010-09-23,-1.4392890019583742,-1.4196021202076508,-1.4243150415375594,-1.441270909836463,0.1346187460447814
2010-09-24,-1.4224842034577014,-1.4040419806921918,-1.4184313110754798,-1.4103782539698198,0.21911043332027902
2010-09-27,-1.4305213415925662,-1.42923470866446,-1.4221085023384246,-1.4545106996613808,0.1647553652243947
2010-09-28,-1.4721680767287761,-1.4788793267221656,-1.4544684587764427,-1.4854036361152707,0.34949778681668175
2010-09-29,-1.5094311210415312,-1.5025900962661038,-1.4949181237722553,-1.512618634938825,0.06673886809635984
2010-09-30,-1.507238996910906,-1.5166682773532332,-1.5052143715291846,-1.5332137388499207,0.6453039685095018
2010-10-01,-1.5276972427229882,-1.5085176473247541,-1.5221296757800986,-1.519238529851284,0.15950234954396408
2010-10-04,-1.5291585659037725,-1.5285236621252025,-1.5280134062421784,-1.5339494386108865,0.3927157794602245
2010-10-05,-1.4882423529985056,-1.5055537304680946,-1.5096271693757444,-1.4706927273556683,0.3572408683716022
2010-10-06,-1.4823970602753684,-1.4825840814656555,-1.4735900216747815,-1.4670150703125793,-0.35616300466973594
2010-10-07,-1.4714375544978329,-1.4492407234649083,-1.4559391108402526,-1.4721638462903532,2.3771106737257517
2010-10-08,-1.4086020513185973,-1.4381261765797695,-1.4552037848083477,-1.3941962262755323,3.6454581318640096
