predict,target
0.013344497419893742,0.10319210588932037
0.0075694359838962555,0.1456897109746933
0.010595925152301788,0.12158048897981644
0.012029544450342655,0.1322048008441925
0.012923873960971832,0.1677553802728653
0.01331310998648405,0.15181906521320343
0.007580745033919811,0.1448720246553421
0.010565593838691711,0.18859614431858063
0.012014581821858883,0.22194506227970123
0.012828267179429531,0.21372075378894806
0.013414494693279266,0.22852446138858795
0.007587989792227745,0.29267314076423645
0.010556617751717567,0.3103553354740143
0.011927769519388676,0.4382413327693939
0.012741302140057087,0.42590469121932983
0.013249656185507774,0.43289515376091003
0.007581487763673067,0.5356977581977844
0.010576814413070679,0.521306037902832
0.012001939117908478,0.49128785729408264
0.012868847697973251,0.5258294343948364
0.013400904834270477,0.5484457612037659
0.007562251295894384,0.5126700401306152
0.010630927979946136,0.6043707728385925
0.012137406505644321,0.6175289154052734
0.012940159067511559,0.5895664095878601
0.01335767563432455,0.6060150861740112
0.007534551899880171,0.6475471258163452
0.010577590204775333,0.6171181797981262
0.012012364342808723,0.6615287065505981
0.012833169661462307,0.685789942741394
0.013359667733311653,0.7297890782356262
0.007510959170758724,0.7524054050445557
0.010553209111094475,0.7248548865318298
0.012142354622483253,0.7174530625343323
0.012918047606945038,0.7404807806015015
0.013336756266653538,0.7223871946334839
0.007523269392549992,0.7162195444107056
0.010543225333094597,0.8120303750038147
0.011987964622676373,0.7195093631744385
0.013077211566269398,0.7071727514266968
0.013380336575210094,0.6241080164909363
0.007483235560357571,0.7149853706359863
0.010512042790651321,0.6553597450256348
0.012022839859127998,0.7145739793777466
0.012889442034065723,0.7347244620323181
0.013362608850002289,0.7347244620323181
